instance_id,brand,cpu_brand,cpu_model,cpu_type,cpu_frequency,ram_capacity,ram_type,ram_frequency,hdd_capacity,ssd_capacity,weight,dimensions,title
source8__513,Acer,1.60 GHz Intel Core i5. Intel Core I5,,1.60 GHz Intel Core i5,1.60 GHz Intel Core i5,8 GB,DDR3 SDRAM. 8 GB,,1 TB mechanical_hard_drive,,5.3 pounds,14.80 x 10 x 1.10 inches,Amazon.com: Acer Aspire R7-572-6423 2-in-1 15.6-Inch Touch-Screen Laptop - Intel CoreTM i5-4200U processor/8GB Memory/1TB Hard Drive/Windows 8.1/ Silver: Computers & Accessories
source13__239,,Intel. Intel Pentium Dual-Core 2020M Processor,Intel Pentium Dual-Core 2020M Processor,Intel Pentium Dual-Core 2020M Processor,2.40 GHz,4 GB,,,500 GB,,,16.3 x 10.8 x 1.2,"Acer Aspire 17.3"" Laptop, E1-731-20204G50 - Walmart.com"
source13__411,,Intel. Intel Dual-Core i5-3230M Processor,Intel Dual-Core i5-3230M Processor,Intel Dual-Core i5-3230M Processor,2.60 GHz,6 GB,,,500 GB,,,16.3 x 10.8 x 1.2,"Acer Aspire Laptop PC, E1-771-53236G50Mnii - Walmart.com"
source13__599,,Intel. Intel Core i3-3227U Processor,Intel Core i3-3227U Processor,Intel Core i3-3227U Processor,1.90 GHz,6 GB,,,20 GB,,,15.5 x 11.4 x 3.6,"Acer Silver Aspire M5-481T-33226G52Mtss 14"" Laptop PC - Walmart.com"
source13__344,,Intel. Intel Celeron 2955U Dual-Core Processor,Intel Celeron 2955U Dual-Core Processor,Intel Celeron 2955U Dual-Core Processor,1.40 GHz,4 GB,,,500 GB,,,15.0 x 10.1 x 0.5,"Acer Aspire Laptop PC, E1-532-29574G50Mnrr - Walmart.com"
source13__545,,AMD. AMD A4-1250 Processor,AMD A4-1250 Processor,AMD A4-1250 Processor,1.0 GHz,4 GB,,,500 GB,,,13.0 x 12.0 x 10.0,"Acer Refurbished Laptop, V5-122P-0408 - Walmart.com"
source13__623,,AMD. AMD Dual-Core E1-2100 Accelerated Processor,AMD Dual-Core E1-2100 Accelerated Processor,AMD Dual-Core E1-2100 Accelerated Processor,1.0 GHz,4 GB,,,500 GB,,,10.16 x 15.18 x 0.89,"HP 15.6"" Laptop PC 15 f009wm - Walmart.com"
source13__813,,Intel. Intel Dual-Core i3-3110M Processor,Intel Dual-Core i3-3110M Processor,Intel Dual-Core i3-3110M Processor,2.40 GHz,6 GB,,,500 GB,,,16.3 x 10.8 x 1.2,"Acer Aspire Laptop PC, E1-771-33116G50Mnii - Walmart.com"
source13__596,,Intel. Intel Core i5-4210U Processor,Intel Core i5-4210U Processor,Intel Core i5-4210U Processor,2.70 GHz,6 GB,,,1 TB,,,14.9 x 10.0 x 0.9,"Dell Silver 15.6"" Inspiron 15 5547 Laptop PC with Intel Core i5-4210U Processor, 6GB Memory, Touchscreen, 1TB Hard Drive and Windows 8.1: Computers : Walmart.com"
source13__309,,AMD. AMD Dual-Core E1-2100 Processor,AMD Dual-Core E1-2100 Processor,AMD Dual-Core E1-2100 Processor,1.0 GHz,4 GB,,,500 GB,,,15.0 x 9.4 x 3.0,"Acer Glossy Black 11.6"" Aspire V5-123-3466 Laptop PC with AMD E1-2100 Dual-Core Processor, 4GB Memory, 500GB Hard Drive and Windows 8: Computers : Walmart.com"
source9__5901,,,,,,,,,,,,,"HP EliteBook 8770w C6Y84UT 17-Inch Notebook (2.4 GHz Intel Core i7-3630QM Processor, 3GB DDR3, 320GB HDD, Windows 7 Professional) Gunmetal | Comprar en Nicaragua"
source9__5943,,,,,,,,,,,,,"HP 15-G012DX 15.6"" Laptop PC - AMD Quad-Core A8 / 4GB Memory / 750GB HD / DVDÂ±RW/CD-RW / HD Webcam / Windows 8.1 64-bit (Black Licorice) | Comprar en Nicaragua"
source9__5905,,,,,,,,,,,,,HP 15-g070nr 15.6-Inch Laptop (Optical Drive Not Included) | Comprar en Nicaragua
source0__17453,Lenovo,Core 2 Duo,,Core 2 Duo,1.86 GHz,,,,160 GB,,,,"Lenovo ThinkPad X200 12 1"" Tablet PC Core 2 Duo SL9400 1 86GHz Lot of 10 884343069463 | eBay"
source0__18422,HP,Intel Core i7,,Intel Core i7,2.66 GHz,8000,,,500 GB,,,,"HP EliteBook 8440p Notebook 14"" Intel Core i7 620M 2 66GHz 8g 500g Win 7 Pro | eBay"
source0__50557,Dell,Intel Core i7 4th Gen .,,Intel Core i7 4th Gen .,1.80 GHz,,,,1 TB,,,,"Dell Inspiron 15 7537 15 6"" Touch Screen Laptop i7 4500U 1 8GHz 8GB 1TB 1080p BT | eBay"
source0__18586,HP,Intel Core i5 3rd Gen.,,Intel Core i5 3rd Gen.,1.8GHz,,,,500GB,,,,HP Ultrabook Folio 9470M Vpro Core i5 3427U 1 8GHz 8GB 500GB Win7 Webcam Laptop | eBay
source0__52050,,,,,,,,,,,,,HP 8460p EliteBook Core i5 2520M 2 5GHz 6GB 500GB Webcam Win 7 Aluminium Laptop | eBay
source0__14259,HP,Intel Core i7 - M640 Operating System **** : Windows 7 Professional 64 Bit,,Intel Core i7 - M640 Operating System **** : Windows 7 Professional 64 Bit,2.80 GHz,,,,320 GB,,,,HP EliteBook 8540w Core i7 2 8GHz 4GB 320GB Gaming Laptop w Win 7 Install CD | eBay
source0__13980,HP,Intel Core i7,,Intel Core i7,2.66 GHz,4000,,,120 GB SSD,,,,"HP EliteBook 8440p Notebook 14"" Intel Core i7 620M 2 66 4G 120g SSD Win7 Pro | eBay"
source0__18119,HP,Intel Core i7 - M640 Operating System **** : Windows 7 Professional 64 Bit,,Intel Core i7 - M640 Operating System **** : Windows 7 Professional 64 Bit,2.67 GHz ( Not 2.8GHz ),,,,320 GB,,,,HP EliteBook 8540w Core i7 2 67GHz 8GB 320GB Gaming Laptop w Win 7 Install CD | eBay
source0__16080,Lenovo,Intel Core i5 3rd Gen .,,Intel Core i5 3rd Gen .,2.60 GHz,,,,120 GB,,,,Upgraded Lenovo ThinkPad X230 Core i5 3320M 12GB RAM 120GB SSD Win 7 Pro 0887037498969 | eBay
source0__49277,HP,Intel Core i5-2520M,,Intel Core i5-2520M,2.50 GHz,,,,320 GB,,,,"HP EliteBook 8460p 14"" Laptop Intel Core i5 2520M 2 5GHz 2GB RAM 320GB HD WiFi | eBay"
source0__16050,HP,Intel Core i7 Operating System **** : Windows 7 Professional 64 Bit,,Intel Core i7 Operating System **** : Windows 7 Professional 64 Bit,2.67 GHz,,,,320 GB,,,,HP EliteBook 8540w Core i7 2 67GHz 4GB 320GB Webcam Win 7 NVIDIA Gaming Laptop | eBay
source0__2558,Dell,1.7 MHz. AMD A8,1.7 MHz,1.7 MHz,1.7 MHz,8 GB,8 GB,8 GB,1 TB mechanical_hard_drive,,8.7 pounds,17 x 20 x 4 inches,"Dell Inspiron 17R I5735 17 3"" HD A8 5545M 1 7GHz 8GB RAM 1TB HDD Win 8 1 Laptop | eBay"
source0__8840,HP,Intel Core i7 4th Gen .,,Intel Core i7 4th Gen .,2.67,,,,300 GB,,,,HP EliteBook 8440p QL113US Core i7 2 67GHz 300GB 4GB Win 7PRO Office Std | eBay
source0__17423,HP,Intel Core i7 1st Gen.,,Intel Core i7 1st Gen.,1.66 GHz,,,,250 GB,,,,"HP EliteBook 8540w 15"" Notebook Intel Core i7 8GB RAM 1 6GHz Dedicated GPU 720QM | eBay"
source0__17199,HP,Intel Core i7 Operating System **** : Windows 7 Professional 64 Bit,,Intel Core i7 Operating System **** : Windows 7 Professional 64 Bit,2.67 GHz,,,,320 GB,,,,HP EliteBook 8540w Core i7 2 67GHz 6GB 320GB Webcam Win 7 NVIDIA Gaming Laptop | eBay
source0__6397,HP,Intel Core i7 1st Gen .,,Intel Core i7 1st Gen .,2.8GHZ,,,,320 GB,,,,"HP EliteBook 8740w 17"" Laptop Intel Core i7 M640 2 8GHz 4GB RAM 320GB HD | eBay"
source0__51496,HP,Intel Core i5 2nd Gen .,,Intel Core i5 2nd Gen .,2.60 GHz,,,,250 GB,,,,"HP EliteBook 2560p 12 5"" Intel Core i5 2540M 2 60GHz 8GB RAM 250GB HD Win7Pro | eBay"
source0__15903,Lenovo,Intel Core i7 3rd Gen .,,Intel Core i7 3rd Gen .,3.2 GHz,,,,240 GB,,,,"New Lenovo x1 Carbon 3444CUU 14"" Touchscr Ultrabook i7 3667U 8GB 240GB SSD 887619432923 | eBay"
source0__51745,,,,,,,,,,,,,HP 8460p EliteBook Core i5 2520M 2 5GHz 6GB 500GB Webcam Win 7 Aluminium Laptop | eBay
source0__18566,Lenovo,Intel. Core i5,i5-3320M,i5-3320M. Core i5,2.60 GHz,4 GB,DDR3-1600/PC3-12800. DDR3 SDRAM. 4 GB,DDR3-1600/PC3-12800,500 GB,,,,Lenovo X230T Intel Core i5 3rd Gen 500GB HDD 4GB RAM Warranty 10 23 2016 343522U 0887037498716 | eBay
source0__7801,HP,Intel Core i5 3rd Gen .,,Intel Core i5 3rd Gen .,,,,,,,,,"HP EliteBook Folio 9470M Notebook i5 3427U 1 8GHz 8GB RAM 180GB SSD 14"" Win7 Pro | eBay"
source0__5096,HP,AMD E-series,,,,4 GB SDRAM DDR3,DDR3 SDRAM. 4 GB SDRAM DDR3,4 GB SDRAM DDR3,500 GB mechanical_hard_drive,,6.5 pounds,20 x 3 x 13 inches,HP 15 F009WM Laptop for Sale | eBay
source0__16748,HP,Intel Core i7 Operating System **** : Windows 7 Professional 64 Bit,,Intel Core i7 Operating System **** : Windows 7 Professional 64 Bit,2.67 GHz,,,,320 GB,,,,HP EliteBook 8540w Core i7 2 67GHz 8GB 320GB Webcam Win 7 NVIDIA Gaming Laptop | eBay
source0__17165,HP,Intel Core i7 - M640 Operating System **** : Windows 7 Professional 64 Bit,,Intel Core i7 - M640 Operating System **** : Windows 7 Professional 64 Bit,2.67 GHz ( Not 2.8GHz ),,,,320 GB,,,,HP EliteBook 8540w Core i7 2 67GHz 8GB 320GB Gaming Laptop w Win 7 Install CD | eBay
source0__17683,HP,Intel Core i7 3rd Gen .,,Intel Core i7 3rd Gen .,3 GHz Location : E1Y27UT_050614-LOT6_ULN,,,,500 GB,,,,"HP EliteBook 8570P 15 6"" 500GB Intel Core i7 3540M 3 00GHz 8GB WIN8 ULN 887758502327 | eBay"
source0__14091,HP,Intel Core i5 2nd Gen .,,Intel Core i5 2nd Gen .,2.50 GHz,,,,320 GB,,,,"HP 8460p 14"" LED Laptop Intel i5 2520M 250GB QR251US ABA 64 Bit WP7 80002160 886111688975 | eBay"
source0__15289,HP,Intel Core 2 Duo,,Intel Core 2 Duo,2.66 GHz Media : DVD+/-RW,,,,1 TB,,,,"HP 8730w T9550 2 66 4G 1TB 17"" DVRW Win 7 Pro Webcam WiFi NH451UC ABA | eBay"
source0__16585,HP,Intel Core i7. Intel Core i7-620m 2.66GHz,Intel Core i7-620m 2.66GHz,Intel Core i7. Intel Core i7-620m 2.66GHz,2.66 GHz. Intel Core i7-620m 2.66GHz,4000,,,Brand NEW 500G SATA HDD. 500 GB,,4.7 LBS,,"HP EliteBook 8440p Notebook 14"" Intel Core i7 620M 2 66GHz 4G New 500g Win 7 Pro | eBay"
source0__17146,HP,Intel Core 2 Duo,,Intel Core 2 Duo,2.53 GHz,,,,320 GB,,,,"HP EliteBook 8530p Core 2 Duo T9400 2 53GHz 4GB 320 15 4"" No OS 2353 | eBay"
source0__50893,HP,Intel Core 2 Duo,,Intel Core 2 Duo,2.53 GHz,,,,250 GB,,,,"HP8530W 15 4"" 4GB EliteBook and Intel Core 2 Duo T9400 2 53 GHz 250GB HD | eBay"
source0__15543,HP,Intel Core i7 Operating System **** : Windows 7 Professional 64 Bit,,Intel Core i7 Operating System **** : Windows 7 Professional 64 Bit,2.67 GHz,,,,320 GB,,,,HP EliteBook 8540w Core i7 2 67GHz 8GB 320GB Webcam Win 7 NVIDIA Gaming Laptop | eBay
source0__17882,HP,Intel Core i5 3rd Gen .,,Intel Core i5 3rd Gen .,1.80 GHz,,,,180 GB SSD,,,,HP EliteBook 9470M Core i5 3427U 1 8GHz 4GB 180GB W7PRO64 14in Laptop ULN | eBay
source0__17367,HP,Intel Core i7 - M640 Operating System **** : Windows 7 Professional 64 Bit,,Intel Core i7 - M640 Operating System **** : Windows 7 Professional 64 Bit,2.67 GHz ( Not 2.8GHz ),,,,320 GB,,,,HP EliteBook 8540w Core i7 2 67GHz 8GB 320GB Gaming Laptop w Win 7 Install CD | eBay
source0__5746,HP,Intel Core i7 1st Gen .,,Intel Core i7 1st Gen .,2.80 GHz,,,,320 GB,,,,HP EliteBook 8440p Laptop Core i7 2 80GHz 8GB 320GB DVDÂ±RW Windows 7 Pro Webcam | eBay
source0__17535,HP,Intel Core i7,,Intel Core i7,2.67 GHz,4GB,,,320 GB,,,,HP EliteBook 8540w Core i7 620M 2 67 Laptop 320GB 4GB Win 7 Notebook Webcam | eBay
source0__50003,Lenovo,Intel Core 2 Duo,,Intel Core 2 Duo,1.86 GHz,,,,160 GB,,,,"Lenovo ThinkPad X200 12 1"" Laptop C2D L9400 1 86GHz 2GB 160GB w Win 7 No Stylus | eBay"
source0__14049,HP,Intel Core i7 - M640 Operating System **** : Windows 7 Professional 64 Bit,,Intel Core i7 - M640 Operating System **** : Windows 7 Professional 64 Bit,2.67 GHz ( Not 2.8GHz ),,,,320 GB,,,,HP EliteBook 8540w Core i7 2 67GHz 8GB 320GB Gaming Laptop w Win 7 Install CD | eBay
source0__16900,,,,,,,,,,,,,HP 8460p EliteBook Core i5 2520M 2 5GHz 4GB 500GB Webcam Win 7 Aluminium Laptop | eBay
source0__49624,Acer,AMD Quad-Core,,AMD Quad-Core,1.50 GHz,,,,,,,,"Acer Aspire E1 522 5423 15 6"" AMD A4 5000 4GB 500GB NX M81AA 025 Notebook New | eBay"
source0__17354,HP,Core i7 640,,Core i7 640,2.13 GHz,,,,80 GB,,,,Win7 HP 12 034 2540p Core i7 640 2 13GHz 3GB 80GB DVD Batt Laptop 6MONTHWTY | eBay
source0__14152,HP,Intel Core i7,,Intel Core i7,2.67 GHz,,,,128 GB,,,,HP EliteBook 8440p Core i7 620M 2 67 Laptop 128GB SSD 4GB Win7 Notebook Webcam | eBay
source0__8591,HP,Intel Core i5,,Intel Core i5,2.50 GHz,,,,320 GB,,,,HP EliteBook 8460p Laptop Webcam i5 2 5GHz 4GB 320GB Win 7 Pro Notebook PC DVDRW 886111688975 | eBay
source0__17462,,,,,,,,,,,,,HP 8460p EliteBook Core i5 2520M 2 5GHz 6GB 500GB Webcam Win 7 Aluminium Laptop | eBay
source0__18139,HP,Intel Core i5 2nd Gen.,,Intel Core i5 2nd Gen.,2.50 GHz,,,,250 GB,,,,Laptop HP EliteBook 8460p Intel i5 2520M 2 50GHz 4GB RAM 250GB HDD Webcam | eBay
source0__18726,HP,Intel Core i7 - M640 Operating System **** : Windows 7 Professional 64 Bit,,Intel Core i7 - M640 Operating System **** : Windows 7 Professional 64 Bit,2.67 GHz ( Not 2.8GHz ),,,,320 GB,,,,HP EliteBook 8540w Core i7 2 67GHz 8GB 320GB Gaming Laptop w Win 7 Install CD | eBay
source0__17434,,,,,,,,,,,,,HP 8460p EliteBook Core i5 2520M 2 5GHz 6GB 500GB Webcam Win 7 Aluminium Laptop | eBay
source0__49706,,,,,,,,,,,,,HP 8460p EliteBook Core i5 2520M 2 5GHz 6GB 500GB Webcam Win 7 Aluminium Laptop | eBay
source0__17287,HP,Intel Core Duo,,Intel Core Duo,1.80 GHz,,,,80 GB,,,,HP Compaq NC6400 14 1 LCD Core Duo 1 8GHz 80 GB HD 1GB RAM DVD CDRW Win XP WiFi | eBay
source0__26177,HP,Intel Core 2 Duo,,Intel Core 2 Duo,2.53 GHz,,,,320 GB,,,,HP EliteBook 8530p Core 2 Duo T9400 2 53GHz 4GB 320 15 4 034 No OS 2392 | eBay
source0__17349,HP,Intel Core i5 4th Gen .,,Intel Core i5 4th Gen .,1.60 GHz,,,,128 GB SSD,,,,"HP EliteBook Revolve 810 G2 Tablet 11 6"" i5 4200U 1 6GHz 4GB RAM 128GB SSD Touch | eBay"
source0__18639,HP. HP EliteBook 6930p Notebook,Intel Core 2 Duo,,Intel Core 2 Duo,2.8 GHz,4000,,,320 GB,,,,HP EliteBook 6930p C2D T9600 2 8GHz 4GB 320GB Webcam Bluetooth WiFi Laptop | eBay
source0__50092,HP,Intel Core 2 Duo,,Intel Core 2 Duo,2.66 GHz,,,,320 GB,,,,HP EliteBook 8730w 17 Webcam Core2Duo T9550 2 66GHz 4GB 320GB Win7 NVIDIA Laptop | eBay
source0__18033,HP,"Intel Core 2 Duo , Core 2 Duo",,"Intel Core 2 Duo , Core 2 Duo",1.66 GHz,,,,60 GB,,,,HP Compaq NC6400 Core 2 Duo T5500 1 66GHz 1GB 80GB Fingerprint Read Zorin | eBay
source0__50581,Dell,Intel Core 4th Generation i7-4500U processor ( 4M ),,Intel Core 4th Generation i7-4500U processor ( 4M ),1.8 GHz,,,,1TB,,,,Dell Inspiron 15 7000 7537 i7 4500U 8GB 1TB 1080p Touch Bklit BT Dell Wty | eBay
source0__5021,,,,,,,,,,,,,HP 8460p EliteBook Core i5 2520M 2 5GHz 4GB 500GB Webcam Win 7 Aluminium Laptop | eBay
source0__4934,HP,Intel Core i7 - M620 Media : DVD+/-RW,,Intel Core i7 - M620 Media : DVD+/-RW,2.67 GHz,,,,320 GB,,,,"HP EliteBook 8540w 15 6"" 1920x1080 Core i7 2 6GHz 4GB 320GB NVIDIA Gaming Laptop | eBay"
source0__15463,Lenovo. Lenovo,Intel. Core i5,i5-3320M,i5-3320M. Core i5,3.3 GHz,4 GB,DDR3-1600/PC3-12800. DDR3 SDRAM. 4 GB,DDR3-1600/PC3-12800,500 GB,,3.97 lb,,Lenovo ThinkPad X230 343522U Convertible Multitouch 12 5 Tablet Intel Core I5 0887037498716 | eBay
source0__18472,HP,Intel Core i7,,Intel Core i7,2.67 GHz,8GB,,,128 GB SSD,,,,HP EliteBook 8540w Core i7 620M 2 67 Laptop 128GB SSD 8GB Win 7 Notebook Webcam | eBay
source0__17507,HP,,,,,,,,320 GB,,,,HP EliteBook 8460p i7 2 7GHz 4GB 320GB with Win 7 Pro Warranty Until Sept 2014 | eBay
source0__13870,HP,Intel Core 2 Duo. Intel Core 2 Duo P8700 2.53GHz,Intel Core 2 Duo P8700 2.53GHz,Intel Core 2 Duo. Intel Core 2 Duo P8700 2.53GHz,2.53 GHz. Intel Core 2 Duo P8700 2.53GHz,2530,,,Brand New 120G SSD. 120 GB SSD,,4.7 LBS,,"HP Compaq 6930p Laptop 14"" LCD Intel C2D P8700 2 53 4GB New 120g SSD Win 7 Pro | eBay"
source0__17628,Lenovo,Core i7-3520M `` Ivy Bridge '',,Core i7-3520M `` Ivy Bridge '',2.90 GHz,,,,500 GB,,,,Lenovo X230 ThinkPad Tablet i7 3520M Multi Touch 4GB Prem HD 343524U | eBay
source0__49402,,,,,,,,,,,,,HP 8460p EliteBook Core i5 2520M 2 5GHz 4GB 500GB Webcam Win 7 Aluminium Laptop | eBay
source0__52405,HP,Intel Core 2 Duo,,Intel Core 2 Duo,1.83 GHz,,,,80 GB,,,,HP Compaq NC6400 80GB HD 1GB RAM 1 83GHz Core 2 Duo XP Office WiFi | eBay
source0__49451,ASUS,Intel Core i5-2467M,,Intel Core i5-2467M,1.6GHz,,,,128 GB,,,,"Asus Zenbook UX21E 11 6"" Core i5 2467M 128GB SSD 4GB RAM Microsoft Office Inclu | eBay"
source0__17907,HP,AMD Turion II P560 ( Dual Core ),,AMD Turion II P560 ( Dual Core ),2.50GHz,,,,320GB,,,,HP Pavilion G4 1016DX Windows 8 1 DualCore CPU 320GB HDD 4GB RAM | eBay
source0__18562,Lenovo,Intel Core i5 3rd Gen .,,Intel Core i5 3rd Gen .,3.3 GHz,,,,500 GB,,,,"New Lenovo ThinkPad X230 343522U 12 5"" Touchscr Laptop i5 3320M 4GB 500GB 0887037498716 | eBay"
source0__14515,Acer,Intel Pentium Dual Core,,Intel Pentium Dual Core,1.73 GHz,,,,120 GB,,,,"Acer Extensa EX5620 4025 15 4"" 120 GB Intel T8300 Core2Duo 2 4 GHz 2GB RAM | eBay"
source0__5685,,Intel. Core i7,i7-3630QM,i7-3630QM. Core i7,2.40 GHz,8 GB,DDR3-1600/PC3-12800. DDR3 SDRAM. 8 GB,DDR3-1600/PC3-12800,500 GB,,,,"HP C6Z03UT ABA 8470W 14"" EliteBook Mobile Workstation i7 3630QM 2 4GZ 8GB 500GB 887111587435 | eBay"
source0__13882,HP,Intel Core i5 3rd Gen .,,Intel Core i5 3rd Gen .,1.80 GHz,,,,,,,,HP EliteBook 2170P i5 3427U 1 80GHz 4GB RAM 320GB HD Win7 64B | eBay
source0__7710,Acer,,,,1.9 GHz,,,,500 GB,,,,"Acer Aspire E1 531 2438 15 6"" Notebook Dark Grey 500GB 4GB 887899084560 | eBay"
source0__14093,HP,Intel Core i7 Operating System **** : Windows 7 Professional 64 Bit,,Intel Core i7 Operating System **** : Windows 7 Professional 64 Bit,2.67 GHz,,,,320 GB,,,,HP EliteBook 8540w Core i7 2 67GHz 6GB 320GB Webcam Win 7 NVIDIA Gaming Laptop | eBay
source0__51403,Dell,Intel Core i7 4th Gen .,,Intel Core i7 4th Gen .,3.0 GHz,,,,1 TB,,,,Brand New Dell Inspiron 15 7000 7537 i7 4500U 8GB 1TB 1080p Webcam Backlit BT W8 | eBay
source0__14190,HP,"Intel Core i7 Processor 620M ( 2.67 GHz , 6MB L2 Cache ). Intel Core i7","Intel Core i7 Processor 620M ( 2.67 GHz , 6MB L2 Cache )","Intel Core i7 Processor 620M ( 2.67 GHz , 6MB L2 Cache ). Intel Core i7","Intel Core i7 Processor 620M ( 2.67 GHz , 6MB L2 Cache ). 2.67 GHz",,,,750GB 7200RPM ( NEW HARDRIVE ),,2.86 kg ( will vary depending upon config ),28.2 x 355 x 263.5 m,HP EliteBook 8540w Core i7 620M 2 67 Laptop Notebook 750GB 8GB Windows 7 Webcam | eBay
source0__49420,Lenovo,AMD Athlon Neo,,AMD Athlon Neo,1.6 GHz,,,,250 GB,,,,Lenovo ThinkPad X100e Windows 7 Pro 250 GB HD 2 GB RAM Nice Unit 884942660146 | eBay
source0__1702,Lenovo,AMD Dual-Core E-300,,AMD Dual-Core E-300,1.3 GHz,,,,320 GB,,,,Lenovo ThinkPad X130E 11 6 034 Laptop 2GB 320GB Windows 7 Pro 06222FU | eBay
source0__18049,HP,Intel Core 2 Duo,,Intel Core 2 Duo,2.53 GHz,,,,320 GB,,,,"HP EliteBook 8530p Core 2 Duo T9400 2 53GHz 4GB 320 15 4"" No OS 2352 | eBay"
source0__50320,Lenovo,AMD Athlon Neo,,AMD Athlon Neo,1.60 GHz,,,,Not Included,,,,"Lenovo ThinkPad X100e 11 6"" Laptop Netbook 1 60GHz AMD Athlon Neo 2GB DDR2 | eBay"
source0__6047,HP,Intel Core 2 Duo,,Intel Core 2 Duo,2.53 GHz,,,,250 GB,,,,"HP EliteBook 8530w 15 4"" Core 2 Duo T9400 2 53GHz 4GB 250GB NVIDIA Gaming Laptop | eBay"
source0__17661,HP,Intel Core i7 Operating System **** : Windows 7 Professional 64 Bit,,Intel Core i7 Operating System **** : Windows 7 Professional 64 Bit,2.67 GHz,,,,320 GB,,,,HP EliteBook 8540w Core i7 2 67GHz 8GB 320GB Webcam Win 7 NVIDIA Gaming Laptop | eBay
source0__2771,HP,Intel Core i7 Operating System **** : Windows 7 Professional 64 Bit,,Intel Core i7 Operating System **** : Windows 7 Professional 64 Bit,2.67 GHz,,,,320 GB,,,,HP EliteBook 8540w Core i7 2 67GHz 8GB 320GB Webcam Win 7 NVIDIA Gaming Laptop | eBay
source0__3066,HP,"Intel Core 2 Duo , Core 2 Duo",,"Intel Core 2 Duo , Core 2 Duo",1.83 GHz,,,,80 GB,,,,"HP Compaq NC6400 14 1"" Intel Core 2 Duo 1 83 GHz Notebook 882780557260 | eBay"
source0__49294,Lenovo,Intel Core i5 3rd Gen .,,Intel Core i5 3rd Gen .,2.90 GHz,,,,128 GB,,,,Lenovo ThinkPad X230 2325L44 i5 3380M 2 9GHz 8GB 128GB SSD 12 5 034 Intel HD4000 | eBay
source0__26226,HP,CORE i5 2450M,,CORE i5 2450M,2.6 GHz,,,,1 TB ( 1000 GB ),,,,"HP EliteBook 8460p Core i5 2450M 14"" 4GB Mem 1TBHD 64bit Windows 8 Pro Free SHIP | eBay"
source0__13826,HP,Intel Core i7 1st Gen .,,Intel Core i7 1st Gen .,2.8 GHz,,,,160 GB,,,,"HP EliteBook 8440p 14"" i7 2 8GHz 4GB RAM 320GB HDD Windows 7 Pro 886111067978 | eBay"
source0__51553,HP,Intel Core i7 - M640 Operating System **** : Windows 7 Professional 64 Bit,,Intel Core i7 - M640 Operating System **** : Windows 7 Professional 64 Bit,2.67 GHz ( Not 2.8GHz ),,,,320 GB,,,,HP EliteBook 8540w Core i7 2 67GHz 8GB 320GB Gaming Laptop w Win 7 Install CD | eBay
source0__16400,Lenovo,Core 2 Duo,,Core 2 Duo,1.86 GHz,,,,80 GB,,,,Lenovo ThinkPad X200 Core 2 Duo L9400 1 86GHz 2GB RAM 80GB HDD Windows Vista Bus 884343069463 | eBay
source0__17914,HP,Intel Core 2 Duo. Intel Core 2 Duo P8700 2.53GHz,Intel Core 2 Duo P8700 2.53GHz,Intel Core 2 Duo. Intel Core 2 Duo P8700 2.53GHz,2.53 GHz. Intel Core 2 Duo P8700 2.53GHz,2530,,,Brand New 240G SSD. 240 GB SSD,,4.7 LBS,,"HP Compaq 6930p Laptop 14"" LCD Intel C2D P8700 2 53 4GB New 240g SSD Win 7 Pro | eBay"
source0__8312,Lenovo,Intel Core i5 3rd Gen .,,Intel Core i5 3rd Gen .,3.3 GHz,,,,500 GB,,,,"New Lenovo ThinkPad X230 Tablet PC 12 5"" Touch Intel i5 2 6 GHz Windows 7 Pro 0887037498716 | eBay"
source0__18060,Lenovo,Intel Core i5 3rd Gen .,,Intel Core i5 3rd Gen .,2.60 GHz,,,,320 GB,,,,"Lenovo X230 Tablet 12 5"" i5 3320M 2 60GHz Win7 Pro 4GB 320GB Cam Fingerprint ULN | eBay"
source0__15862,HP,Intel Core 2 Duo. Intel Core 2 Duo P8700 2.53GHz,Intel Core 2 Duo P8700 2.53GHz,Intel Core 2 Duo. Intel Core 2 Duo P8700 2.53GHz,2.53 GHz. Intel Core 2 Duo P8700 2.53GHz,2530,,,500G SATA HDD. 500 GB,,4.7 LBS,,"HP Compaq 6930p Laptop 14"" LCD Intel C2D P8700 2 53 4GB 500g DVD RW Win 7 Pro | eBay"
source0__3345,,,,,,,,,,,,,HP 8460p EliteBook Core i5 2520M 2 5GHz 4GB 500GB Webcam Win 7 Aluminium Laptop | eBay
source0__8513,Dell,AMD A10,,AMD A10,1.70 GHz,,,,1 TB,,,,Dell Inspiron 17R 5735 Laptop Quad Core A8 5545M 1TB 8GB DDR3 Windows 8 1 | eBay
source0__52475,HP,Intel Core i7 1st Gen .,,Intel Core i7 1st Gen .,1.73 GHz,,,,1 TB,,,,HP EliteBook 8540w Intel Core i7 Q820 1 73GHz 4GB 1TB NVIDIA Windows 7 Office | eBay
source0__49993,,,,,,,,,,,,,HP 8460p EliteBook Core i5 2520M 2 5GHz 4GB 500GB Webcam Win 7 Aluminium Laptop | eBay
