id,address,authors,booktitle,date,editor,institution,journal,month,note,pages,publisher,tech,title,type,volume,year
750,"Edinburgh, UK.","Kibler, D. & Langley, P.","In Proceedings of the Third European Working Session on Learning,",,,,,,,"(pp. 1-12),",,,Machine learning as an experimental science.,,,(1988).
751,,"Kibler, D. & Langley P.",,,,,Machine Learning 3 (1).,,,,,,Machine Learning as an Experimental Science.,,,(1988).
752,"Glasgo, Scotland:","Kibler, D., & Langley, P.",Proceedings of The Third European Session on L e a r n i n g,,"In D. Sleeman (Ed.),",,,,,(pp. 81-91,Pitman.,,Machine Learning as an Experimental Science.,,,(1988).
753,"Glasgow, Scotland:","Kibler, D., & Langley, P.",In Proceedings of the Third European Working Session on Learning,,,,,,,(pp. 81-92).,Pitman.,,Machine learning as an experimental science.,,,(1988).
754,"Edinburgh, UK.","Kibler, D., & Langley, P.","In Proceedings of the Third European Working Session on Learning,",,,,,,,"pp. 1-12,",,,Machine learning as an experimental science.,,,(1988).
755,"Edinburgh, UK.","Kibler, D., & Langley, P.","In Proceedings of the Third European Working Session on Learning,",,,,,,,"pp. 1-12,",,,Machine learning as an experimental science.,,,(1988).
756,"Edinburgh, UK.","Kibler, D., & Langley, P.","In Proceedings of the Third European Working Session on Learning,",,,,,,,"pp. 1-12,",,,Machine learning as an experimental science.,,,(1988).
757,"Edinburgh, UK.","Kibler, D., & Langley, P.","In Proceedings of the Third European Working Session on Learning,",,,,,,,"pp. 1-12,",,,Machine learning as an experimental science.,,,(1988).
758,Glasgow:,"Kibler, D., & Langley, P.",Proceedings of the Third Eu-ropean Working Session on Learning,,,,,,,(pp. 81-92).,Pittman.,,Machine learning as an experimental science.,,,(1988).
759,Glas-gow: Pittman.,"Kibler, D., & Langley, P.",Proceedings of the Third Euro-pean Working Session on Learning,,,,,,"Reprinted in J. W. Shavlik & T. G. Di-etterich (Eds.), Readings in Machine Learning. Mor-gan Kaufmann.",(pp. 81-92).,,,Machine learning as an experimental science.,,,(1988).
760,Glas-gow: Pittman.,"Kibler, D., & Langley, P.",Proceedings of the Third Euro-pean Working Session on Learning,,,,,,Reprinted in J. W. Shavlik & T. G. Di-etterich (Eds.),(pp. 81-92).,,,Machine learning as an experimental science.,,,(1988).
761,Glasgow: Pittman.,"Kibler, D., & Langley, P.",Proceedings of the Third European Working Session on Learning,,,,,,,(pp. 81-92).,,,Machine learning as an experimental science.,,,(1988).
762,Glasgow: Pittman.,"Kibler, D., & Langley, P.",Proceedings of the Third European Working Session on Learning,,,,,,,(pp. 81-92).,,,Machine learning as an experimental science.,,,(1988).
763,Glasgow:  Pittman.,"Kibler, D., & Langley, P.",Proceedings of the Third European Working Session on Learning,,,,,,,(pp. 81-92).,,,Machine learning as an experimental science.,,,(1988).
764,Glasgow:  Pittman.,"Kibler, D., & Langley, P.",Proceedings of the Third European Working Session on Learning,,,,,,,(pp. 81-92).,,,Machine learning as an experimental science.,,,(1988).
765,Glasgow:  Pittman.,"Kibler, D., & Langley, P.",Proceedings of the Third European Working Session on Learning,,,,,,,(pp. 81-92).,,,Machine learning as an experimental science.,,,(1988).
766,Glasgow:  Pittman.,"Kibler, D., & Langley, P.",Proceedings of the Third European Working Session on Learning,,,,,,,(pp. 81-92).,,,Machine learning as an experimental science.,,,(1988).
767,"Glasgow, UK,","D. Kibler and P. Langley, P.","Proceedings of the Third European Working Session on Learning,",,,,,,,81-92.,,,"Machine Learning as an Experimental Science, in:",,,-1988
768,,Dennis Kibler and Pat Langley.,Pro ceedings Of the Third Working Session On Learning,,,,,,,,,,Machine Learning As An Experimental Science.,,,-1989
769,,Dennis Kibler and Pat Langley.,Proceedings Of the Third Working Session On Learning,,,,,,,,,,Machine Learning As An Experimental Science.,,,-1989
770,,D. Kibler & P. Langley.,Proc. 3rd Working Session On Learning (1989),,,,,,,,,,Machine Learning As An Experimental Science.,,,
771,,D. Kibler & P. Langley.,Proc. 3rd Working Session On Learning,,,,,,,,,,Machine Learning As An Experimental Science.,,,-1989
772,"San Mateo, CA.,",Dennis Kibler and Pat Langley.,In Proceedings of the Third European Working Session on Learning.,,,,,,Also appears in Readings in Machine Learning by Shavlik and Dietterich.,,"Pitman Publishing Ltd., London and Morgan Kaufman Publishing,",,Machine learning as an experimental science.,,,1988.
773,"San Mateo, CA.,",Dennis Kibler and Pat Langley.,In Proceedings of the Third European Working Session on Learning.,,,,,,Also appears in Readings in Machine Learning by Shavlik and Dietterich.,,"Pitman Publishing Ltd., London and Morgan Kaufman Publishing,",,Machine learning as an experimental science.,,,1988.
774,,Pat Langley and Dennis Kibler.,,,,,,,"Unpublished paper,",,,,The experimental study of machine learning.,,,1991.
775,,Pat Langley and Dennis Kibler.,,,,,,,"Unpublished paper,",,,,The experimental study of machine learning.,,,1991.
776,,"Kibler, D. and Aha, D.","In Proceedings of the 3rd European Working Session on Learning, EWSL88,",,,,,,,pp. 63-88.,,,Comparing Instance-Averaging with Instance-Filtering Learning Algorithms.,,,(1988).
777,"Glasgow, Scotland:","Kibler, D., & Aha, D. W.",In Proceedings of the Third European Working Session on Learning,,,,,,,(pp. 63-80).,Pitman.,,Comparing instance-averaging with instance-filtering learning algorithms.,,,(1988).
778,"Glasgow, Scotland:","Kibler, D., & Aha, D. W.",In Proceedings of the Third European Working Session on Learning,,,,,,,(pp. 63-80).,Pitman.,,Comparing instance-averaging with instance-filtering learning algorithms.,,,(1988).
779,,D. Kibler and D. Aha.,"In Proceedings of the Third European Working Session on Learning,",,,,,,,"pages 68-80,",,,Comparing instance-averaging with instance-filtering learn ing algorithms.,,,1988.
780,"MA,",D. Kibler and D. Aha.,Change of Representation and Inductive Bias.,,"In D.P.Benjamin, editor,",,,,,,"Kluwer Academic Publisher, Norwell,",,Comparing instance-saving with instance-averaging learn ing algorithms.,,,1989.
781,,"D. Kibler, D.W. Aha, and M.K. Albert:",,,,,"Computational Intelligence,",,,"51-57,",,,"Instance-based prediction of real-valued attributes,",,5,1989.
782,,"D. Kibler, D.W. Aha, and M.K. Albert:",,,,,"Computational Intelligence,",,,"51-57,",,,"Instance-based prediction of real-valued attributes,",,5,1989.
783,,"Kibler, D., Aha, D.W., and M.K., Albert,",,,,,"Computational Intelligence,",,,"pp. 51-57,",,,"Instance-based prediction of real-valued attributes,",,5,1989.
784,,"Kibler, D. Aha, D. W. & Albert, M.",,,,,"Computational Intelligence,",,,51-57,,,Instance-based prediction of real-valued attributes.,,5,(1989).
785,,"D. Kibler, D. Aha, and M. K. Albert.",,,,,"Machine Learning,",,,,,,Instance-based learning algorithms.,,"6(1),",1991.
836,,"Pazzani, M., & Kibler, D.",,,,,"Machine Learning,",,,57-94.,,,The utility of prior knowledge in inductive learning.,,9,(1992).
786,"Boston, MA:","Langley, P., Kibler, D. & Granger, R.",,,"Mitchell, J.G. Carbonell & R.S. Michalski (Eds.),",,Machine Learning: A Guide to Current Research,,,(pp 167-172).,Kluwer.,,Components of Learning in a reactive environment. In T.M.,,,(1986).
787,,"Nilsson, N. J.",,,,,"Journal of Artificial Intelligence Research 1,",,,139 - 158.,,,"Teleo-reactive programs for agent control,",,,"(1994),"
788,,"Nilsson, N. J.",,,,,"Journal of Artificial Intelligence Research 1,",,,139 - 158.,,,"Teleo-reactive programs for agent control,",,,"(1994),"
789,,"Nilsson, N. J.",,,,,"Journal of Artificial Intelligence Research 1,",,,139 - 158.,,,"Teleo-reactive programs for agent control,",,,"(1994),"
790,"San Mateo, CA.","Norvig, P.",,,,,,,,,"Morgan Kaufmann,",,Paradigms of Artificial Intelligence Programming: Case Studies in Common Lisp.,,,(1992).
791,"San Mateo, CA.","Norvig, P.",,,,,,,,,"Morgan Kaufmann,",,Paradigms of Artificial Intelligence Programming: Case Studies in Common Lisp.,,,(1992).
792,"San Mateo, CA.","Norvig, P.",,,,,,,,,"Morgan Kaufmann,",,Paradigms of Artificial Intelligence Programming: Case Studies in Common Lisp.,,,(1992).
793,"San Mateo, CA.","Norvig, P.",,,,,,,,,"Morgan Kaufmann,",,Paradigms of Artificial Intelligence Programming: Case Studies in Common Lisp.,,,(1992).
794,,"Ortega, J., and Fisher, D.",IJCAI-95.,,,,,,,,,,Flexibly exploiting prior knwledge in empirical learning.,,,1995.
795,,"Pazzani, M. J., Kibler, D.",,,,"Irvine, CA: University of California, Irvine, Department of Information and Computer Science.",,,,,,,The utility of knowledge in inductive learning.,(Technical Report no. 90-18).,,(1990).
796,"Irvine,","Pazzani, M., & Kibler, D.",,,,Department of Information and Computer Science.,,,,,,,The utility of knowledge in inductive learning,(Technical Report 90-18).,,(1990).
797,"Irvine,CA:","Pazzani, M., & Kibler, D.",,,,"University of California, Department of Information & Computer Science.",,,,,,,The utility of knowledge in inductive learning,(Technical Report No.   9018).,,(1990).
798,,Michael Pazzani and Dennis Kibler.,,,,,"Machine Learning,",,,":57-94,",,,The utility of knowledge in inductive learning.,,-9,1992
799,,"M. Pazzani & D. Kibler,",,,,,"Machine Learning ,",,,57-94.,,,"The Utility of Knowledge in Inductive Learning,",,9,1992
800,,Pazzani M. and Kibler D.,,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,"9, 1,",(1991).
801,,Pazzani M. and Kibler D.,,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,"9, 1,",(1991).
802,"Boston, MA:","Pazzani, M. & Kibler, D.",,,,,Machine Learning,,,1.,Kluwer Academic Publishers.,,The utility of knowledge in inductive learning.,,v. 9,(1992).
803,,"Pazzani, M. J., & Kibler, D.",,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,9,(1992).
804,,"Pazzani, M. J., & Kibler, D.",,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,9,(1992).
805,,"Pazzani, M. J., & Kibler, D.",,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,9,(1992).
806,"Boston, MA:","Pazzani, M. J., Kibler, D.",,,,,"Machine Learning,",,,1.,Kluwer Academic Publishers.,,The utility of knowledge in inductive learning.,,"volume 9,",(1992).
807,,"Pazzani, M., & Kibler, D.",,,,,Machine Learning.,,,,,,The role of prior knowledge in inductive learning.,,,(1992).
808,,"Pazzani, M., & Kibler, D.",,,,,"Machine Learning,",,,57-94.,,,The utility of background knowledge in inductive learning.,,9,(1992).
809,,"Pazzani, M., & Kibler, D.",,,,,"Machine Learning,",,,57-94.,,,The utility of background knowledge in inductive learning.,,9,(1992).
810,,"Pazzani, M., & Kibler, D.",,,,,"Machine Learning,",,,57-94.,,,The utility of background knowledge in inductive learning.,,9,(1992).
811,,"Pazzani, M., & Kibler, D.",,,,,"Machine Learning,",,,57-94.,,,The utility of background knowledge in inductive learning.,,9,(1992).
812,,"Pazzani, M., & Kibler, D.",,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning .,,9,(1992).
813,,"Pazzani, M., & Kibler, D.",,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,"9 (1),",(1992).
814,,"Pazzani, M., & Kibler, D.",,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,"9 (1),",(1992).
815,,"Pazzani, M., & Kibler, D.",,,,,"Machine Learning,",,,,,,The utility of knowledge in inductive learning.,,9 (1).,(1992).
816,,"Pazzani, M., & Kibler, D.",,,,,"Machine Learning,",,,,,,The utility of knowledge in inductive learning.,,9 (1).,(1992).
817,,"Pazzani, M., & Kibler, D.",,,,,"Machine Learning,",,,,,,The utility of knowledge in inductive learning.,,9 (1).,(1992).
818,,"Pazzani, M., & Kibler, D.",,,,,"Machine Learning,",,,,,,The utility of knowledge in inductive learning.,,9 (1).,(1992).
819,,"Pazzani, M., & Kibler, D.",,,,,"Machine Learning,",,,(57-94).,,,The utility of knowledge in inductive learning.,,9,(1992).
820,,"Pazzani, M., & Kibler, D.",,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,9,(1992).
821,,"Pazzani, M., & Kibler, D.",,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,9,(1992).
822,,"Pazzani, M., & Kibler, D.",,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,9,(1992).
823,,"Pazzani, M., & Kibler, D.",,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,9,(1992).
824,,"Pazzani, M., & Kibler, D.",,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,9,(1992).
825,,"Pazzani, M., & Kibler, D.",,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,9,(1992).
826,,"Pazzani, M., & Kibler, D.",,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,9,(1992).
827,,"Pazzani, M., & Kibler, D.",,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,9,(1992).
828,,"Pazzani, M., & Kibler, D.",,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,9,(1992).
829,,"Pazzani, M., & Kibler, D.",,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,9,(1992).
830,,"Pazzani, M., & Kibler, D.",,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,9,(1992).
831,,"Pazzani, M., & Kibler, D.",,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,9,(1992).
832,,"Pazzani, M., & Kibler, D.",,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,9,(1992).
833,,"Pazzani, M., & Kibler, D.",,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,9,(1992).
834,,"Pazzani, M., & Kibler, D.",,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,9,(1992).
837,,"Pazzani, M., & Kibler, D.",,,,,"Machine Learning,",,,57-94.,,,The utility of prior knowledge in inductive learning.,,9,(1992).
838,,"Pazzani, Michael and Kibler, Dennis 1992.",,,,,Machine Learning 9(1).,,,,,,The utility of knowledge in inductive learning.,,,
839,,"Pazzani, M. J. and Kibler, D.",,,,,"Ma chine Learning,",,,pp. 54-97.,,,The role of prior knowledge in inductive learning.,,"vol.9 (1992),",
840,,M. Pazzani and D. Kibler.,,,,,"Machine Learning,",,,":57-94,",,,The utility of knowledge in inductive learning.,,9,1992.
841,,M. Pazzani and D. Kibler.,,,,,"Machine Learning,",,,":57-94,",,,The utility of knowledge in inductive learning.,,9,1992.
842,,"M. Pazzani and D. Kibler,",,,,,"Machine Learning,",,,pp. 57-94.,,,"The utility of knowledge in inductive learning,",,"vol.9,",1991
843,,M. Pazzani and D. Kibler.,,,,,"Machine Learning,",,,57-94,,,The utility of knowledge in inductive learning.,,9,", 1992."
844,,Michael Pazzani and Dennis Kibler.,,,,,"Machine Learning,",,,":57-94,",,,The utility of knowledge in inductive learning.,,-9,1992.
845,,"M. Pazzani and D. Kibler,",,,,,"Machine Learning,",,,"pp. 57-94,",,,"The utility of knowledge in inductive learning,",,"vol.9,",1992.
846,,"M. Pazzani and D. Kibler,",,,,,"Machine Learning,",,,"pp. 57-94,",,,"The utility of knowledge in inductive learning,",,"vol.9,",1992.
847,,Michael Pazzani and Dennis Kibler.,,,,,"Machine Learning Journal,",,,,,,The utility of knowledge in inductive learning.,,,1992.
848,,M. Pazzani and D. Kibler.,,,,,"Machine Learning,",,,,,,The utility of knowledge in inductive learning.,,"9(1),",1992.
849,,Pazzani M. and Kibler D.,,,,,"Machine Learning,",,,57-94.,,,The utility of knowledge in inductive learning.,,"9, 1,",(1991).
850,,"Porter, B. W., & Kibler, D. F.",,,,,"Machine Learning,",,,249-286.,,,Experimental goal regression: A method for learning problem-solving heuristics.,,1,(1986).
851,,"Porter, B. W., & Kibler, D. F.",,,,,"Machine Learning,",,,249-286.,,,Experimental goal regression: A method for learning problem-solving heuristics.,,1,(1986).
852,,"Porter, B. W., & Kibler, D. F.",,,,,"Machine Learning,",,,249-285.,,,Experimental goal regression: A method for learning problem-solving.,,"1 (3),",(1986).
853,,"Porter, B. W., & Kibler, D. F.",,,,,"Machine Learning,",,,249-285.,,,Experimental goal regression: A method for learning problem-solving.,,"1 (3),",(1986).
854,,"Porter, B. W., & Kibler, D. F.",,,,,"Machine Learning,",,,249-285.,,,Experimental goal regression: A method for learning problem-solving.,,"1 (3),",(1986).
855,,D. Ruby and D. Kibler.,"In Proceedings of IJCAI-89,",,,,,,,"pages 609-614,",,,Learning subgoal sequences for planning.,,,1989.
856,"Detroit, MI:","Ruby, D., & Kibler, D.",Proceedings of the Eleventh International Joint Conference on Artificial Intelligence .,,,,,,,(pp609-614).,Morgan Kauf-mann.,,Learning subgoal sequences for planning.,,,(1989).
857,,"Ruby, D., & Kibler, D.",In Proceedings of AAAI-91.,,,,,,,,AAAI Press.,,Learning subgoal sequences for planning.,,,(1991).
858,,"Ruby, D., & Kibler, D.",In Proceedings of AAAI-91.,,,,,,,,AAAI Press.,,Learning subgoal sequences for planning.,,,(1991).
859,,"Ruby, D., & Kibler, D.",In Proceedings of AAAI-91.,,,,,,,,AAAI Press.,,Learning subgoal sequences for planning.,,,(1991).
860,"Menlo Park, CA:","Ruby, D., Kibler, D.",In Proceedings of the Ninth National Conference on Artificial Intelligence.,,,,,,,,AAAI Press/The Mit Press.,,SteppingStone: An empirical and analytical evaluation.,,,(1991).
861,"Los Altos, CA:","Ruby, D., Kibler, D.",Proceedings of the Ninth National Conference on Artificial Intelligence.,,,,,,,,Morgan Kaufmann.,,SteppingStone: An empirical and analytical evaluation.,,,(1991).
862,,"Ruby, D., and Kibler, D.","In Machine Learning : proceedings of the Ninth International Workshop (ML92),",,,,,,,379-384.,,,Learning episodes for optimization.,,,1992.
863,,David Ruby and Dennis Kibler.,"In Machine Learning : proceedings of the Ninth International Workshop (ML92),",,,,,,,"pages 379-384,",,,Learning Episodes for Optimization.,,,1992.
864,,David Ruby and Dennis Kibler.,"In Machine Learning : proceedings of the Ninth International Workshop (ML92),",,,,,,,"pages 379-384,",,,Learning Episodes for Optimization.,,,1992.
865,,David Ruby and Dennis Kibler.,"In Machine Learning : proceedings of the Ninth International Workshop (ML92),",,,,,,,"pages 379-384,",,,Learning episodes for optimization.,,,1992.
866,,"Rudy, D., Kibler, D.","Proceedings of the Ninth International Conference on Machine Learning,",,,,,,,,Morgan Kaufmann.,,Learning episodes for optimization.,,,(1992).
867,,"Suzanne Skiblics, Edward J. Klimas, and David A. Thomas.",,,,,,,,,"Prentice-Hall,",,Smalltalk with Style.,,,1996.
868,,"T. A. Standish, D. C. Harriman, D. F. Kibler, and J. M. Neighbors,",,,,"Department of Information and Computer Science, University of California, Irvine,",,January,,,,,"The Irvine Program Transformation Catalogue,",,,1976.
869,,"Townsend-Webber, T. & Kibler, D.",AAAI Workshop on Case-based Reasoning.,,,,,,,,,,Instance-based prediction of continuous values.,,,(1994).
870,"Seattle, WA:","Townsend-Weber, T., & Kibler, D.",Proceedings of the 1994 AAAI Workshop on Case-Based Reasoning,,,,,,,(pp. 30-35).,AAAI.,,Instance-based prediction of continuous values.,,,(1994).
871,"Seattle, WA:","Townsend-Weber, T., & Kibler, D.",Proceedings of the 1994 AAAI Workshop on Case-Based Reasoning,,,,,,,(pp. 30-35).,AAAI.,,Instance-based prediction of continuous values.,,,(1994).
872,"Seattle, WA:","Townsend-Weber, T., & Kibler, D.",Working Notes of the AAAI94 Workshop on Case-Based Reasoning,,,,,,,(pp. 30-35).,AAAI Press.,,Instance-based prediction of continuous values.,,,(1994).
873,"Seattle, WA:","Townsend-Weber, T., & Kibler, D.",Working Notes of the AAAI94 Workshop on Case-Based Reasoning,,,,,,,pp.30-35.,AAAI Press.,,Instance-based prediction of continuous values.,,,(1994).
874,"Seattle, WA:","Townsend-Weber, T., & Kibler, D.",Working Notes of the AAAI94 Workshop on Case-Based Reasoning,,,,,,,pp. 30-35,AAAI Press.,,Instance-based prediction of continuous values.,,,(1994).
875,"Seattle, WA:","Townsend-Weber, T., & Kibler, D.",Working Notes of the AAAI94 Workshop on Case-Based Reasoning,,,,,,,pp. 30-35,AAAI Press.,,Instance-based prediction of continuous values.,,,(1994).
876,"Seattle, WA:","Townsend-Weber, T., & Kibler, D.",Working Notes of the AAAI94 Workshop on Case-Based Reasoning,,,,,,,pp. 30-35,AAAI Press.,,Instance-based prediction of continuous values.,,,(1994).
877,"Seattle, WA:","Townsend-Weber, T., & Kibler, D.",Working Notes of the AAAI94 Workshop on Case-Based Reasoning,,,,,,,pp. 30-35,AAAI Press.,,Instance-based prediction of continuous values.,,,(1994).
878,"Menlo Park, CA:","Townsend-Weber, T., & Kibler, D.",Case-Based Reasoning: Papers from the 1994 Workshop,,"In D. W. Aha (Ed.),",,,,,,AAAI Press.,,Instance-based prediction of continuous values.,(Technical Report WS-94-01).,,(1994).
925,,"Aha, D., Kibler, D., & Albert, M.",,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,6,(1991).
879,"Menlo Park, CA:","Townsend-Weber, T., & Kibler, D.",Case-Based Reasoning: Papers from the 1994 Workshop,,"In D. W. Aha (Ed.),",,,,,,AAAI Press.,,Instance-based prediction of continuous values.,(Technical Report WS-94-01).,,(1994).
880,"U. C. Irvine,  CA,","Aha, D. and Kibler, D.","In Proceedings of the Fourth International Conference on Machine Learning,",,,,,,,"pages 24-30,",Morgan Kaufmann.,,Learning Representative Exemplars of Concepts: An Initial Case Study.,,,1987.
881,"U. C. Irvine,  CA,","Aha, D. and Kibler, D.","In Proceedings of the Fourth International Conference on Machine Learning,",,,,,,,"pages 24-30,",Morgan Kaufmann.,,Learning Representative Exemplars of Concepts: An Initial Case Study.,,,1987.
882,"U. C. Irvine,  CA,","Aha, D. and Kibler, D.","In Proceedings of the Fourth International Conference on Machine Learning,",,,,,,,"pages 24-30,",Morgan Kaufmann.,,Learning Representative Exemplars of Concepts: An Initial Case Study.,,,1987.
883,"Irvine, CA,",D. Kibler and D. W. Aha.,"In Proceedings of the Fourth International Workshop on Machine Learning,",,,,,,,"pages 24-30,",Morgan Kaufmann.,,Learning representative exemplars of concepts: An initial case study.,,,1987.
884,"Irvine, CA:","D. Kibler and D.W. Aha,","Proceedings of the Fourth International Workshop on Machine Learning,",,,,,,,24-30.,"Morgan Kaufmann,",,Learning representative examples of concepts: an initial case study.,,,
885,"Ca,",Dennis Kibler and David W. Aha.,"Proc. 4th International Workshop on Machine Learning,",,,,,,,,"Kaufmann,",,"Learning representative exemplars of concepts: an initial case study. In P. Langley, editor,",,,1987.
886,,"D. Kibler and D. W. Aha,","Proceedings of 3rd European Working Session on Learning,",,,,,,,,"Pitman,",,"Comparing Instance Averaging and Instance Filtering Learning Algorithms,",,,1988
887,,"D. Kibler and D. W. Aha,","Proceedings of 3rd European Working Session on Learning,",,,,,,,,"Pitman,",,"Comparing Instance Averaging and Instance Filtering Learning Algorithms,",,,1988
888,,"D. Kibler and D. W. Aha,","Proceedings of 3rd European Working Session on Learning,",,,,,,,,"Pitman,",,"Comparing Instance Averaging and Instance Filtering Learning Algorithms,",,,1988
889,,"D. Kibler and D. W. Aha,","Proceedings of 3rd European Working Session on Learning,",,,,,,,,"Pitman,",,"Comparing Instance Averaging and Instance Filtering Learning Algorithms,",,,1988
890,,"D. Aha, D. Kibler, and M. Albert.",,,,,"Machine Learning,",,,"37-66,",,,Instance-Based Learning Algorithms.,,6(1),1991.
891,,"D. Aha, D. Kibler, and M. Albert.",,,,,"Machine Learning,",,,"37-66,",,,Instance-Based Learning Algorithms.,,6(1),1991.
892,,"D. Aha, D. Kibler, and M. Albert.",,,,,"Machine Learning,",,,"37-66,",,,Instance-Based Learning Algorithms.,,6(1),1991.
893,,"D.W. Aha, D. Kibler, and M.K. Albert.",,,,,"Machine Learning,",,,"37-66,",,,Instance-based learning algorithms.,,6,1991.
894,,"D. W. Aha, D. Kibler, and M. K. Albert.",,,,,"Machine Learning,",,,"37-66,",,,Instance-based learning algorithms.,,6,1991.
895,,"David W. Aha, Dennis Kibler, and Mark K. Albert.",,,,,"Machine Learning,",,,"37-66,",,,Instance-based learning algorithms.,,6,1991.
896,,"David W. Aha, Dennis Kibler, and Mark K. Albert.",,,,,"Machine Learning,",,,"37-66,",,,Instance-based learning algorithms.,,6,1991.
897,,"Aha, D. W., D. Kibler, and M. Albert.",,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,7,1991.
898,,"Aha, D. W., D. Kibler, and M. K. Albert.",,,,,Machine Learning,,,37-66.,,,Instance-based learning algorithms.,,06:00,1991.
899,,"Aha, D. W., D. Kibler, and M. K. Albert.",,,,,Machine Learning,,,37-66.,,,Instance-based learning algorithms.,,06:00,1991.
900,,"Aha, D. W., Kibler, D. & Albert, M. K.",,,,,"Machine Learning,",,,37-66.,,,Instance-Based Learning Algorithms.,,6,(1991).
901,,"Aha, D. W., Kibler, D. & Albert, M. K.",,,,,"Machine Learning,",,,37-66.,,,Instance-Based Learning Algorithms.,,6,(1991).
902,,"Aha, D. W., Kibler, D., and Albert, M. K.",,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,6,(1991).
903,,"Aha, D. W., Kibler, D., and Albert, M. K.",,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,6,(1991).
904,,"Aha, D. W., Kibler, D., and Albert, M. K.",,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,6(1),(1991).
905,,"Aha, D. W., Kibler, D., and Albert, M. K.",,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,6(1),(1991).
906,,"Aha, D. W., Kibler, D., and Albert, M. K.",,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,6(1),(1991).
907,,"Aha, D. W., Kibler, D., and Albert, M. K.",,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,6,(1991).
908,,"Aha, D. W., Kibler, D., and Albert, M. K.",,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,6(1),1991.
909,,"Aha, D. W., Kibler, D., and Albert, M. K.",,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,6(1),1991.
910,,"Aha, D. W., Kibler, D., and Albert, M. K.",,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,6(1),1991.
911,,"Aha, D. W.; Kibler, D.; and Albert, M. K.",,,,,Machine Learning,,,37-66.,,,Instance-based Learning Algorithms.,,6,1991.
912,,"Aha, D. W.; Kibler, D.; and Albert, M. K.",,,,,Machine Learning,,,37-66.,,,Instance-based learning algorithms.,,6,1991.
913,,"Aha, D. W.; Kibler, D.; and Albert, M. K.",,,,,Machine Learning,,,37-66.,,,Instance-based learning algorithms.,,6,1991.
914,,"Aha, D. W.; Kibler, D.; and Albert, M. K.",,,,,Machine Learning,,,37-66.,,,Instance-based learning algorithms.,,6,1991.
915,,"Aha, D. W.; Kibler, D.; and Albert, M. K.",,,,,Machine Learning,,,37-66.,,,Instance-based learning algorithms.,,6,1991.
916,,"Aha, D. W.; Kibler, D.; and Albert, M. K.",,,,,Machine Learning,,,37-66.,,,Instance-based learning algorithms.,,6(1),1991.
917,,"Aha, D. W.; Kibler, D.; and Albert, M. K.",,,,,Machine Learning,,,37-66.,,,Instance-based learning algorithms.,,6(1),1991.
918,,"Aha, D. W.; Kibler, D.; and Albert, M. K.",,,,,Machine Learning,,,37-66.,,,Instance-based learning algorithms.,,6(1),1991.
919,,"Aha, D. W.; Kibler, D.; and, Albert, M. K.",,,,,Mac hine Learning,,,37-66.,,,Instance-based learning algorithms.,,06:00,1991.
920,,"Aha, D., D. Kibler, and M. Albert.",,,,,"Machine Learning,",,,37-66.,,,Instance-based learning algorithms.,,6,1991.
